93062,[76.3],14,"['Aspen Outpatient Imaging', 'Adventist Health Simi Valley', 'Adventist Health Simi Valley', 'Saxon Surgical Center', 'Los Robles Hospital', 'Livingston Memorial Visiting Nurse Association', 'Thousand Oaks Surgical Hospital', 'WESTLAKE SURGICAL CENTER', 'West Hills Hospital & Medical Center', ""Women's Diagnostic Center At West Hills Hospital & Medical Cente"", 'Mary Health of the Sick', 'Community Memorial Hospital', 'Fillmore Medical Center', 'Kaiser Permanente Woodland Hills Medical Center']"
93063,[81.01428571],21,"['Adventist Health Simi Valley', 'Adventist Health Simi Valley', 'Aspen Outpatient Imaging', ""Women's Diagnostic Center At West Hills Hospital & Medical Cente"", 'West Hills Hospital & Medical Center', 'Henry Mayo Newhall Hospital', 'Santa Clarita Convalescent Hospital', 'Dignity Health - Northridge Hospital', 'Kaiser Permanente Woodland Hills Medical Center', 'Rinaldi Convalescent Hospital', 'Martha Berman, D.D.S. Family Dentistry', 'Saxon Surgical Center', 'Avanguard Surgery Center', ""Providence Tarzana Women's Center"", 'Los Robles Hospital', 'WESTLAKE SURGICAL CENTER', 'Livingston Memorial Visiting Nurse Association', 'Encino-Tarzana Hospital', 'Thousand Oaks Surgical Hospital', 'Specialty Surgical Center of Encino', 'Libbit Surgical Center']"
93064,[82.8],5,"['Aspen Outpatient Imaging', 'Adventist Health Simi Valley', 'Adventist Health Simi Valley', 'West Hills Hospital & Medical Center', ""Women's Diagnostic Center At West Hills Hospital & Medical Cente""]"
93065,[80.53333333],14,"['Aspen Outpatient Imaging', 'Adventist Health Simi Valley', 'Adventist Health Simi Valley', 'Saxon Surgical Center', 'Los Robles Hospital', 'Livingston Memorial Visiting Nurse Association', 'Thousand Oaks Surgical Hospital', 'WESTLAKE SURGICAL CENTER', 'West Hills Hospital & Medical Center', ""Women's Diagnostic Center At West Hills Hospital & Medical Cente"", 'Mary Health of the Sick', 'Community Memorial Hospital', 'Fillmore Medical Center', 'Kaiser Permanente Woodland Hills Medical Center']"
93066,[80.66666667],20,"['Humphrey Giacopuzzi & Associates Equine Hospital', ""St. John's Pleasant Valley Hospital"", 'Center For Family Health', 'Santa Paula Hospital', ""St. John's Regional Medical Center"", 'Camarillo State Hospital', 'Mary Health of the Sick', 'Community Memorial Hospital', 'Fillmore Medical Center', 'Hogan W Michael md', 'Pacific Shores Hospital', 'Saxon Surgical Center', 'Tb Public Health Center', 'CMH Center for Family Health', 'Ventura Coast Imaging Center', 'Cmh Centers For Family Health', 'Thousand Oaks Surgical Hospital', 'Livingston Memorial Visiting Nurse Association', 'Los Robles Hospital', ""St John's Regional Medical Center""]"
93067,[81.6],35,"['Santa Barbara Cottage Hospital', 'Premier Surgery Center', 'United Blood Services', 'Goleta Valley Cottage Hospital', 'UCSB Student Health Service', 'Ojai Valley Community Hospital', 'Community Memorial Hospital', 'Community Memorial Hospital', 'Pulido Victor DO', 'CMH Same Day Surgery', 'Breast Center', 'Surgery Center of San Buenaventura', 'CMH Center for Family Health', 'Ventura Coast Imaging Center', 'Hogan W Michael md', 'Pacific Shores Hospital', ""St. John's Regional Medical Center"", 'Tb Public Health Center', 'Cmh Centers For Family Health', ""St John's Regional Medical Center"", 'Santa Paula Hospital', 'Santa Ynez Valley Cottage Hospital', 'Center For Family Health', ""St. John's Pleasant Valley Hospital"", 'Humphrey Giacopuzzi & Associates Equine Hospital', 'Camarillo State Hospital', 'Community Memorial Hospital', 'Fillmore Medical Center', 'Mary Health of the Sick', 'Saxon Surgical Center', 'Thousand Oaks Surgical Hospital', 'Livingston Memorial Visiting Nurse Association', 'Los Robles Hospital', 'WESTLAKE SURGICAL CENTER', 'Marian Extended Care Center']"
93094,[80.5],17,"['Aspen Outpatient Imaging', 'Adventist Health Simi Valley', 'Adventist Health Simi Valley', 'West Hills Hospital & Medical Center', ""Women's Diagnostic Center At West Hills Hospital & Medical Cente"", 'Kaiser Permanente Woodland Hills Medical Center', 'Dignity Health - Northridge Hospital', 'Saxon Surgical Center', 'Martha Berman, D.D.S. Family Dentistry', 'Los Robles Hospital', 'WESTLAKE SURGICAL CENTER', 'Avanguard Surgery Center', 'Henry Mayo Newhall Hospital', 'Livingston Memorial Visiting Nurse Association', 'Thousand Oaks Surgical Hospital', 'Santa Clarita Convalescent Hospital', ""Providence Tarzana Women's Center""]"
93099,[80.8],14,"['Aspen Outpatient Imaging', 'Adventist Health Simi Valley', 'Adventist Health Simi Valley', 'Saxon Surgical Center', 'Los Robles Hospital', 'Livingston Memorial Visiting Nurse Association', 'Thousand Oaks Surgical Hospital', 'WESTLAKE SURGICAL CENTER', 'West Hills Hospital & Medical Center', ""Women's Diagnostic Center At West Hills Hospital & Medical Cente"", 'Mary Health of the Sick', 'Community Memorial Hospital', 'Fillmore Medical Center', 'Kaiser Permanente Woodland Hills Medical Center']"
93101,[81.78333333],6,"['Santa Barbara Cottage Hospital', 'Premier Surgery Center', 'United Blood Services', 'Goleta Valley Cottage Hospital', 'UCSB Student Health Service', 'Community Memorial Hospital']"
93102,[78.],5,"['Santa Barbara Cottage Hospital', 'Premier Surgery Center', 'United Blood Services', 'Goleta Valley Cottage Hospital', 'UCSB Student Health Service']"
